Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Product Type,Product Style,Lot Size,Lot Width Variations,Lot Dimensions,Open Date,Sold Out Date,Total Units Planned,Total Units Sold,Total Units Remaining,Sales Change Date,Sales Rate,Last 3M Avg. Sales,Last 6M Avg. Sales,Last 12M Avg. Sales,Min. Unit Size,Max. Unit Size,Avg. Unit Size,Min. List Price,Max. List Price,Avg. List Price,Price Change Date,HOA Fee 1,HOA Fee 2,HOA Fee per Sqft,Assessments,Assessments Description,Project Characteristics,Total Units Sold BOM,Total Units Sold EOM,Office Phone No.,Website,Master Plan Key,Subdivision Universal ID,Period,Monthly Sales,Profile Available,Active Adult,ZIP Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf3x000001WbuhCAC,Fields at New Bethel,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7560,63;70,63x120; 70x120; 70x157,3/12/2022,,182,117,65,4/29/2026,2.33,1.00,1.33,2.17,1503,2600,1964,302900.00,349900.00,326900.00,4/29/2026,42.00,,,1.37,,,23,25,(317) 740-3954,https://www.drhorton.com/indiana/indianapolis/indianapolis/fields-at-new-bethel,,ccff00b4-8116-458b-8ea2-f83db2b3bccd,3/1/2023,2,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69345,-86.00195
aAf3x000001WeIxCAK,Silver Stream,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,6000,50;60;70,50x120; 70x120; 60x120,2/4/2022,,458,297,161,5/21/2026,5.70,5.67,4.83,4.58,1228,3198,2185,240995.00,317995.00,286995.00,5/21/2026,37.50,,,1.00,,,69,78,(317) 674-7806,https://yourarborhome.com/neighborhood/silver-stream/,,5de1907b-fae6-47ed-bdf0-782a3df93b0b,3/1/2023,9,True,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Indian Creek Elementary School,4,Fall Creek Valley Middle School,5,Lawrence North High School,5,,39.84161,-85.98043
aAf3x000001WmIACA0,Belle Crest,Drees Homes,,Active,,,Attached,Townhomes,4945,43,43x115,12/3/2022,,84,56,28,5/7/2026,1.35,3.67,2.67,2.25,1351,1715,1525,344900.00,367900.00,355650.00,5/7/2026,150.00,,,1.00,,Duplex/Duet,1,1,(317) 720-2578,https://www.dreeshomes.com/custom-homes/indianapolis/community/belle_crest/belle_crest/,,8cac07dd-cba4-4337-b148-7bd2119e5135,3/1/2023,0,True,Non Active Adult,46062,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.05909,-86.10203
aAf3x000000UKz9CAG,Crossroads at Southport,Beazer Homes,,Active,,,Detached,Single-Family,9480,60;65,60x158; 60x145; 65x149,5/15/2021,,205,190,15,4/28/2026,3.16,0.67,1.17,1.83,1816,3170,2561,299990.00,399990.00,352990.00,5/4/2026,53.16,,,1.00,,,104,106,,https://www.beazer.com/indianapolis-IN/indianapolis/crossroads-at-southport?LeadSourceID=20&utm_campaign=22233015807&utm_term=crossroads%20at%20southport&utm_source=google&utm_medium=cpc&medium=tsa&gclsrc=aw.ds&gad_source=1&gad_campaignid=22233015807&gbra,,2e5ef7f1-f87f-472b-ab02-b1a3748f917c,3/1/2023,2,True,Non Active Adult,46259,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.66658,-86.01158
aAf3x000001WmjKCAS,Sagebrook West/SF,M/I Homes,,Active,,,Detached,Single-Family,11900,70;75,70x170; 70x125; 75x125,9/15/2022,,135,68,67,3/30/2026,1.58,0.67,0.50,1.08,2070,3382,2842,349990.00,512490.00,446061.43,3/30/2026,56.66,,,1.00,,,9,10,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/indianapolis/sagebrook-west?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,5a188e7d-f362-4a90-ad6e-324c81438fc0,3/1/2023,1,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69289,-85.97854
aAf3x000001WmfoCAC,Belmont,M/I Homes,,Active,,,Detached,Single-Family,4000,40;43,40x100; 43x120; 40x120,2/18/2023,,108,107,1,5/22/2026,2.71,2.33,2.00,2.00,2308,2308,2308,354990.00,354990.00,354990.00,5/22/2026,63.00,,,1.00,,,3,5,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/indianapolis/belmont?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,ff0a515e-f218-4246-91d0-65a2ee5aaa90,3/1/2023,2,True,Non Active Adult,46237,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69270,-86.06347
aAf2T000001MjgESAS,Grant's Corner/SF,Olthof Homes,,Active,,,Detached,Single-Family,9100,70;80,70x130; 80x127,12/21/2019,,82,75,7,4/15/2026,0.98,1.33,1.00,1.08,2353,2444,2399,364000.00,370014.00,367007.00,4/15/2026,53.00,,,1.25,,,28,29,(463) 231-3600,https://www.olthofhomes.com/communities/central-indiana/cumberland/grants-corner,,ca990c1c-2cb0-461f-8dcb-9319d7ee4223,3/1/2023,1,True,Non Active Adult,46229,Indianapolis,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,Sugar Creek Elementary School,6,New Palestine Jr High School,8,New Palestine High School,10,,39.77767,-85.93498
aAf3x000001QLLnCAO,Meadows at Belleview,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,8160,68,68x120,2/4/2023,,197,112,85,4/1/2026,2.93,1.33,1.33,3.92,1771,3388,2602,362000.00,473000.00,424587.50,4/1/2026,37.50,,,1.00,,,0,1,(317) 617-0773,https://www.drhorton.com/indiana/indianapolis/greenwood/meadows-at-belleview,,82d24d56-1842-4b17-a035-9558948224df,3/1/2023,1,True,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Pleasant Grove Elementary School,8,Center Grove Middle School North,8,Center Grove High School,10,,39.59582,-86.21492
aAf3x000001YgzhCAC,Sunrise Lake,Bridgenorth Homes,,Active,,,Detached,Single-Family,10500,75,75x140,9/1/2019,,102,95,7,5/19/2026,1.17,2.67,1.50,0.83,1687,2958,2198,310990.00,388990.00,350656.67,4/29/2026,37.50,,,1.00,,,58,59,(317) 318-1105,https://www.bridgenorthhomes.com/community/sunrise-lake-new-palestine/,,,3/1/2023,1,True,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.73229,-85.88604
aAf3x000001WrRPCA0,Augusta Heights,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,5000,50,50x100; 50x148,2/12/2023,,150,147,3,5/14/2026,3.73,0.00,0.17,2.67,1228,3200,2213,232995.00,316995.00,279745.00,5/14/2026,,,,,,,6,16,(463) 227-1390,https://www.yourarborhome.com/neighborhoods/indiana/indianapolis/augusta-heights?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=augusta-heights,,b9c11907-cd43-4414-907d-8d67e6086bb3,3/1/2023,10,True,Non Active Adult,46268,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Pike Township,,,,,Pike High School,4,,39.89474,-86.21371
aAf3x000001WVDTCA4,Townes at Kennedy-King,Onyx+East,,Active,,,Attached,Townhomes,,,,1/22/2022,,36,30,6,5/15/2026,0.57,1.00,0.50,0.25,1300,1688,1489,339900.00,374900.00,359900.00,5/15/2026,,,,1.03,,Townhomes,11,12,(317) 559-0169,https://www.onyxandeast.com/property/townes-at-kennedy-king/,,1fe720a2-558c-4067-af59-e2332e9dab00,3/1/2023,1,True,Non Active Adult,46202,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.79697,-86.14422
aAf3x000001WoRWCA0,Hickory Run,M/I Homes,,Active,,,Detached,Single-Family,7800,60;64,60x130; 64x130,3/6/2023,,177,102,75,5/18/2026,2.63,3.33,2.83,2.58,1603,3382,2669,312990.00,512490.00,410535.45,5/18/2026,55.00,,,1.00,,,0,1,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/indianapolis/hickory-run?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,2717a54a-40be-46cc-acb9-a5b891d7b356,3/1/2023,1,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68048,-85.99215
aAf3x000001QItnCAG,Edgebrook Preserve,Silverthorne Homes,Clayton Properties Group,Active,,,Detached,Single-Family,9800,70,70x140,11/18/2022,,94,93,1,5/5/2026,2.21,1.00,2.33,2.33,2001,3310,2565,337995.00,396995.00,358161.67,5/5/2026,41.67,,,1.62,,,2,4,(317) 742-6328,https://silverthornehomes.com/neighborhoods/indiana/indianapolis/edgebrook-preserve,,7c08897b-3e07-4968-8c80-856d37db82af,4/1/2023,2,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68209,-85.98408
aAf2T000000sgDhSAI,Lancaster/Townhomes,Pulte Homes,PulteGroup Inc.,Active,,,Attached,Townhomes,,,,7/24/2021,,194,153,41,4/20/2026,2.66,2.00,2.83,2.75,1858,1858,1858,320000.00,320000.00,320000.00,5/22/2026,255.00,,,0.89,,Townhomes,51,53,(317) 676-6133,https://www.pulte.com/homes/indiana/indianapolis/westfield/lancaster-townhomes-210573,,fa5541d6-945b-4bfe-a6fa-5944bfc6d7e7,4/1/2023,2,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.05728,-86.17071
aAf3x000001WdR1CAK,Grantham,David Weekley Homes,,Active,,,Detached,Single-Family,9750,75;80,75x130; 80x130,8/6/2022,,107,88,19,4/13/2026,1.97,3.33,3.33,2.42,2087,2990,2630,557990.00,646990.00,603290.00,4/13/2026,55.83,,,1.00,,,12,11,(317) 432-4681,https://www.davidweekleyhomes.com/new-homes/in/indianapolis/fishers/grantham,,d3832287-5aef-4195-8dd7-ef7b3f715f75,4/1/2023,-1,True,Non Active Adult,46038,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Riverside Intermediate School; New Britton Elementary School,10; 7,Riverside Jr High,8,Fishers High School,10,,39.96160,-86.01752
aAf3x000001WbuhCAC,Fields at New Bethel,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7560,63;70,63x120; 70x120; 70x157,3/12/2022,,182,117,65,4/29/2026,2.33,1.00,1.33,2.17,1503,2600,1964,302900.00,349900.00,326900.00,4/29/2026,42.00,,,1.37,,,25,26,(317) 740-3954,https://www.drhorton.com/indiana/indianapolis/indianapolis/fields-at-new-bethel,,ccff00b4-8116-458b-8ea2-f83db2b3bccd,4/1/2023,1,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69345,-86.00195
aAf3x000001WgrLCAS,Northwood Haven,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,8400,56;70,70x120; 56x120,4/4/2022,,391,211,180,5/28/2026,4.19,4.33,3.00,1.92,1354,3198,2280,280995.00,354995.00,321267.73,5/28/2026,30.00,,,,,,45,59,(317) 674-7612,https://yourarborhome.com/neighborhoods/indiana/danville/northwood-haven,,5c2ce817-b602-4d1f-a20b-93ccee67f54c,4/1/2023,14,True,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.77638,-86.49500
aAf3x000001WrRPCA0,Augusta Heights,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,5000,50,50x100; 50x148,2/12/2023,,150,147,3,5/14/2026,3.73,0.00,0.17,2.67,1228,3200,2213,232995.00,316995.00,279745.00,5/14/2026,,,,,,,16,21,(463) 227-1390,https://www.yourarborhome.com/neighborhoods/indiana/indianapolis/augusta-heights?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=augusta-heights,,b9c11907-cd43-4414-907d-8d67e6086bb3,4/1/2023,5,True,Non Active Adult,46268,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Pike Township,,,,,Pike High School,4,,39.89474,-86.21371
aAf3x000001YlGQCA0,Brandywine Fields,Ryan Homes,NVR Inc.,Active,,,Detached,Single-Family,7200,60;64,60x120; 64x105,12/11/2021,,158,121,37,4/27/2026,2.28,,,,1296,2541,1895,249990.00,319990.00,283990.00,4/27/2026,26.25,,,0.87,,,35,36,(317) 939-5433,http://www.ryanhomes.com/new-homes/communities/10222120151866?utm_source=bdx&utm_medium=referral&utm_term=ind&utm_content=community_listing&utm_campaign=brandywine,,0b937232-3153-48ca-a467-e7b619d66d13,4/1/2023,1,True,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.81131,-85.74918
aAf3x000001WYwsCAG,Trailside,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,8750,70;80,70x125; 80x127,1/1/2022,,181,145,36,5/29/2026,2.71,4.00,5.33,4.58,1503,3388,2372,343900.00,473900.00,399000.00,5/29/2026,75.00,,,1.00,,,22,23,(317) 617-0773,https://www.drhorton.com/indiana/indianapolis/whitestown/trailside,,5cf77575-1be5-4d7c-88d9-25aee099ad5a,4/1/2023,1,True,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,40.00540,-86.34623
aAf3x000001WqmWCAS,Nouveau,Onyx+East,,Active,,,Attached,Townhomes,,,,10/29/2022,,16,12,4,5/18/2026,0.28,0.33,0.17,0.42,2093,2329,2211,699990.00,724900.00,712445.00,5/18/2026,200.00,,,1.03,,,1,1,(317) 559-0169,https://www.onyxandeast.com/property/nouveau/,,f67bb1af-85f7-4ca6-9a9b-bda67c6ea679,4/1/2023,0,True,Non Active Adult,46202,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.78382,-86.15265
aAf3x000001WmfoCAC,Belmont,M/I Homes,,Active,,,Detached,Single-Family,4000,40;43,40x100; 43x120; 40x120,2/18/2023,,108,107,1,5/22/2026,2.71,2.33,2.00,2.00,2308,2308,2308,354990.00,354990.00,354990.00,5/22/2026,63.00,,,1.00,,,5,9,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/indianapolis/belmont?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,ff0a515e-f218-4246-91d0-65a2ee5aaa90,4/1/2023,4,True,Non Active Adult,46237,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69270,-86.06347
aAf3x000001WrRNCA0,Grassy Creek South,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,6400,50,50x128,1/1/2023,,103,103,0,5/12/2026,2.53,0.33,1.33,2.33,1613,3198,2321,260995.00,324995.00,295495.00,5/12/2026,,,,1.15,,,3,4,(317) 742-6243,https://www.yourarborhome.com/neighborhoods/indiana/indianapolis/grassy-creek-south?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=grassy-creek-south,,9e9610fc-e683-41ac-92e5-015c489fe856,4/1/2023,1,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Creston Middle School; Grassy Creek Elementary School,4; 3,Creston Middle School,4,Warren Central High School,2,,39.74331,-85.97090
aAf3x000001WmjKCAS,Sagebrook West/SF,M/I Homes,,Active,,,Detached,Single-Family,11900,70;75,70x170; 70x125; 75x125,9/15/2022,,135,68,67,3/30/2026,1.58,0.67,0.50,1.08,2070,3382,2842,349990.00,512490.00,446061.43,3/30/2026,56.66,,,1.00,,,10,15,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/indianapolis/sagebrook-west?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,5a188e7d-f362-4a90-ad6e-324c81438fc0,4/1/2023,5,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69289,-85.97854
aAf3x000001ckkUCAQ,Lindley Run/THs,Olthof Homes,,Active,,,Attached,Townhomes,,,,9/30/2020,,237,176,61,5/25/2026,2.57,1.67,3.17,2.67,1394,1394,1394,288530.00,288530.00,288530.00,5/25/2026,154.00,,,,,Townhomes,80,85,(317) 733-5141,https://www.olthofhomes.com/communities/central-indiana/westfield/lindley-run,,6b5ed214-c980-478c-955f-e1055992f928,4/1/2023,5,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.06833,-86.10631
aAf3x000001WXjRCAW,Cedar Ridge,Fischer Homes,,Active,,,Detached,Single-Family,6600,55,55x120,12/30/2021,,114,90,24,5/10/2026,1.70,2.33,1.00,1.67,1419,3135,2214,311990.00,381990.00,349434.44,5/25/2026,45.00,,,0.90,,,26,28,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/849/cedar-ridge/,,428268e6-b9d6-4333-a837-67992ab3fd9b,4/1/2023,2,True,Non Active Adult,46052,Lebanon,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Central Elementary School,9,Lebanon Middle School,5,Lebanon Senior High School,9,,40.05570,-86.45563
aAf3x000001YafaCAC,Heron Creek,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,10075,65,65x155; 65x126; 65x125,8/7/2020,,235,233,2,5/10/2026,3.34,1.33,1.17,1.67,1354,3198,2233,263995.00,349995.00,311904.09,5/10/2026,50.00,,,0.87,,,111,120,(317) 622-1493,https://yourarborhome.com/neighborhoods/indianapolis/greenfield/heron-creek,,3863fac4-f22a-4c15-9de1-bf9e461d7f21,4/1/2023,9,True,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Mt Comfort Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.80734,-85.92481
aAf3x000001WrROCA0,Wood Preserve,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,7749,63,63x123,2/10/2023,,145,121,24,5/28/2026,3.03,3.00,2.83,3.33,1228,3198,2149,237995.00,311995.00,278745.00,5/28/2026,21.17,,,1.00,,,5,10,(317) 742-6246,https://www.yourarborhome.com/neighborhoods/indiana/trafalgar/wood-preserve?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=wood-preserve,,c8c9925c-e3b6-4d41-8338-6f99f0c5ed98,4/1/2023,5,True,Non Active Adult,46181,Trafalgar,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Nineveh-Hensley-Jackson United,Indian Creek Intermediate School; Indian Creek Elementary School,7; 0,Indian Creek Middle School,7,Indian Creek Sr High School,6,,39.41924,-86.15678
aAf2T000001MiySSAS,Briar Creek Ranches,Ryan Homes,NVR Inc.,Active,,,Detached,Single-Family,4950,45;60,45x110; 60x134,11/9/2019,,209,200,9,3/31/2026,2.58,10.00,5.50,3.50,1153,1720,1493,266990.00,312990.00,292790.00,5/9/2026,130.00,,,1.04,,,99,99,(317) 620-8192,http://www.ryanhomes.com/find-your-home/our-communities/indiana/whiteland/briarcreekvillas?utm_source=bdx&utm_medium=referral&utm_term=ind&utm_content=community_listing&utm_campaign=briar-creek-villas,,61a24027-6cfa-4acf-acbe-20dc7b5a5a2b,4/1/2023,0,True,Non Active Adult,46184,Whiteland,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54723,-86.09546
aAf3x000000UKz9CAG,Crossroads at Southport,Beazer Homes,,Active,,,Detached,Single-Family,9480,60;65,60x158; 60x145; 65x149,5/15/2021,,205,190,15,4/28/2026,3.16,0.67,1.17,1.83,1816,3170,2561,299990.00,399990.00,352990.00,5/4/2026,53.16,,,1.00,,,106,110,,https://www.beazer.com/indianapolis-IN/indianapolis/crossroads-at-southport?LeadSourceID=20&utm_campaign=22233015807&utm_term=crossroads%20at%20southport&utm_source=google&utm_medium=cpc&medium=tsa&gclsrc=aw.ds&gad_source=1&gad_campaignid=22233015807&gbra,,2e5ef7f1-f87f-472b-ab02-b1a3748f917c,4/1/2023,4,True,Non Active Adult,46259,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.66658,-86.01158
aAf3x000001WrTwCAK,Westwind at Cumberland,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,11250,75,75x150; 75x136,12/17/2022,,125,124,1,5/25/2026,2.97,2.33,2.17,1.92,1613,3198,2321,269995.00,328995.00,298795.00,5/25/2026,,,,1.04,,,13,18,(317) 842-1875,https://www.yourarborhome.com/neighborhoods/indiana/franklin/westwind-at-cumberland?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=westwind-at-cumberland,,37e13cee-3dc4-4e17-887f-4a1a5a740fd1,4/1/2023,5,True,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.49405,-86.08407
aAf3x000001WVDTCA4,Townes at Kennedy-King,Onyx+East,,Active,,,Attached,Townhomes,,,,1/22/2022,,36,30,6,5/15/2026,0.57,1.00,0.50,0.25,1300,1688,1489,339900.00,374900.00,359900.00,5/15/2026,,,,1.03,,Townhomes,12,13,(317) 559-0169,https://www.onyxandeast.com/property/townes-at-kennedy-king/,,1fe720a2-558c-4067-af59-e2332e9dab00,4/1/2023,1,True,Non Active Adult,46202,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.79697,-86.14422
aAf3x000001WlFcCAK,Edgewood Farms,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7560,61;63,63x120; 61x127,8/18/2022,,190,98,92,5/9/2026,2.17,2.33,2.17,2.08,1503,3388,2412,339000.00,424900.00,377412.50,5/9/2026,41.66,,,1.00,,,19,22,(463) 243-6618,https://www.drhorton.com/indiana/indianapolis/indianapolis/edgewood-farms,,93709b68-c231-46e9-a59a-621daced7757,4/1/2023,3,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68241,-86.00724
